DATAFLOW,LAST UPDATE,freq,c_dest,purpose,duration,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,SI,TOTAL,N_GE1,NR,NL,2015,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,SI,TOTAL,N_GE1,NR,NL,2016,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,SI,TOTAL,N_GE1,NR,NL,2017,40361,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,SI,TOTAL,N_GE1,NR,NL,2018,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,SI,TOTAL,N_GE1,NR,NL,2019,43214,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,SI,TOTAL,N_GE1,NR,NL,2020,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,SI,TOTAL,N_GE1,NR,NL,2021,35529,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,SI,TOTAL,N_GE1,NR,NL,2022,74887,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,SK,TOTAL,N_GE1,NR,NL,2012,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,SK,TOTAL,N_GE1,NR,NL,2013,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,SK,TOTAL,N_GE1,NR,NL,2014,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,SK,TOTAL,N_GE1,NR,NL,2015,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,SK,TOTAL,N_GE1,NR,NL,2016,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,SK,TOTAL,N_GE1,NR,NL,2017,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,SK,TOTAL,N_GE1,NR,NL,2018,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,SK,TOTAL,N_GE1,NR,NL,2019,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,SK,TOTAL,N_GE1,NR,NL,2020,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,SK,TOTAL,N_GE1,NR,NL,2021,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,SK,TOTAL,N_GE1,NR,NL,2022,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,TR,TOTAL,N_GE1,NR,NL,2012,818766,b
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,TR,TOTAL,N_GE1,NR,NL,2013,838814,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,TR,TOTAL,N_GE1,NR,NL,2014,690235,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,TR,TOTAL,N_GE1,NR,NL,2015,677441,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,TR,TOTAL,N_GE1,NR,NL,2016,448973,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,TR,TOTAL,N_GE1,NR,NL,2017,370742,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,TR,TOTAL,N_GE1,NR,NL,2018,526943,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,TR,TOTAL,N_GE1,NR,NL,2019,616443,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,TR,TOTAL,N_GE1,NR,NL,2020,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,TR,TOTAL,N_GE1,NR,NL,2021,113900,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,TR,TOTAL,N_GE1,NR,NL,2022,422706,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,UA,TOTAL,N_GE1,NR,NL,2012,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,UA,TOTAL,N_GE1,NR,NL,2013,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,UA,TOTAL,N_GE1,NR,NL,2014,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,UA,TOTAL,N_GE1,NR,NL,2015,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,UA,TOTAL,N_GE1,NR,NL,2016,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,UA,TOTAL,N_GE1,NR,NL,2017,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,UA,TOTAL,N_GE1,NR,NL,2018,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,UA,TOTAL,N_GE1,NR,NL,2019,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,UA,TOTAL,N_GE1,NR,NL,2020,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,UA,TOTAL,N_GE1,NR,NL,2021,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,UA,TOTAL,N_GE1,NR,NL,2022,,u
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,UK,TOTAL,N_GE1,NR,NL,2012,884333,b
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,UK,TOTAL,N_GE1,NR,NL,2013,984365,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,UK,TOTAL,N_GE1,NR,NL,2014,963873,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,UK,TOTAL,N_GE1,NR,NL,2015,886636,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,UK,TOTAL,N_GE1,NR,NL,2016,994167,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,UK,TOTAL,N_GE1,NR,NL,2017,1125074,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,UK,TOTAL,N_GE1,NR,NL,2018,1233455,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,UK,TOTAL,N_GE1,NR,NL,2019,1223173,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,UK,TOTAL,N_GE1,NR,NL,2020,245195,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,UK,TOTAL,N_GE1,NR,NL,2021,200940,
ESTAT:TIN00190(1.0),01/02/24 23:00:00,A,UK,TOTAL,N_GE1,NR,NL,2022,1143902,
